98,14,19
91,5,62
41,20,59
5,13,27
9,72,75
38,84,94
18,95,32
67,2,76
71,23,26
33,96,92
7,71,80
19,8,16
94,34,13
75,71,38
58,39,30
51,77,38
100,28,73
66,2,80
43,62,52
97,46,90
74,21,7
38,2,56
89,49,54
70,82,31
73,14,21
30,71,19
69,9,3
86,100,14
77,54,66
16,37,100
86,12,18
14,36,91
41,99,40
100,63,16
59,65,20
5,55,18
55,1,33
23,7,30
15,76,15
52,92,50
26,87,0
80,29,39
40,61,5
43,84,50
37,42,24
20,47,34
65,82,18
36,65,80
4,19,75
49,63,46
66,42,82
84,37,41
58,76,17
22,54,76
43,89,10
88,41,91
64,44,92
20,59,19
15,24,62
61,9,59
39,37,33
98,60,58
96,37,4
53,48,8
18,80,90
67,3,56
57,17,53
14,32,10
1,96,61
19,4,30
88,49,43
28,12,84
12,24,4
4,12,3
33,7,51
35,99,37
26,56,61
21,9,75
58,59,37
80,2,20
87,10,21
99,52,88
90,10,45
80,58,41
87,49,32
64,99,97
50,63,45
58,71,53
89,75,100
83,95,45
22,100,61
52,18,73
56,14,48
20,57,68
45,15,78
60,47,24
89,80,8
6,30,71
22,69,48
63,9,0
100,30,75
30,40,46
31,94,10
94,11,68
56,26,38
90,58,18
98,32,32
69,38,89
88,88,74
13,33,95
40,21,58
5,86,20
56,55,72
68,57,44
65,100,72
91,2,18
99,62,61
85,55,81
97,80,74
33,31,49
20,96,73
73,31,61
54,97,4
81,99,69
26,95,0
84,43,42
36,35,76
82,37,91
78,99,11
12,56,18
49,84,16
66,31,47
93,56,78
29,23,53
16,19,2
42,81,73
2,83,43
7,96,72
36,66,48
90,100,80
7,56,97
51,20,24
48,13,7
76,24,99
100,53,13
75,43,18
72,74,97
83,67,50
47,67,58
28,43,70
58,48,52
71,62,14
100,97,55
43,65,40
40,28,34
95,16,66
71,65,74
16,95,97
7,6,63
67,71,51
38,30,30
89,21,21
1,33,12
63,59,73
52,78,63
86,73,82
13,78,65
14,100,37
53,8,16
73,57,42
77,58,43
38,65,86
55,1,73
89,81,12
96,78,96
93,18,44
39,76,39
36,96,26
15,7,39
34,64,76
64,26,93
21,6,17
93,36,32
20,33,69
42,46,90
91,42,95
56,99,77
43,70,77
94,53,25
92,100,98
73,7,80
12,32,96
13,86,96
2,58,8
62,99,38
64,1,63
37,100,37
59,55,50
79,69,97
4,55,90
97,54,10
70,39,0
74,4,78
61,6,85
76,32,38
6,96,62
58,27,96
88,50,48
51,85,57
14,67,52
66,53,67
37,11,78
44,86,61
53,22,25
18,78,10
18,39,6
50,99,33
87,32,74
92,33,63
22,5,93
94,0,73
51,74,99
35,13,12
69,9,42
88,28,77
87,20,15
82,38,51
95,41,55
39,63,60
79,47,39
81,23,11
54,75,95
21,32,21
12,29,100
95,72,12
77,63,64
42,100,77
37,100,92
54,85,92
82,34,50
35,45,23
92,65,89
95,11,5
5,25,70
76,94,2
22,11,92
35,90,49
86,66,89
45,41,51
69,45,93
45,24,54
96,84,43
7,76,42
24,47,4
68,68,99
74,54,79
46,45,98
56,12,52
87,33,12
22,73,7
11,15,46
84,62,72
39,70,17
19,53,5
14,83,93
5,83,21
44,77,29
9,73,1
54,41,18
2,33,26
32,69,59
73,100,48
9,57,4
79,31,87
39,31,0
15,28,52
62,62,84
79,87,24
21,62,19
48,37,24
93,81,77
28,21,56
60,40,58
93,88,0
4,55,38
9,94,63
27,20,2
39,29,65
30,47,85
69,93,100
76,80,90
36,53,87
6,84,15
22,59,11
60,41,71
34,41,66
31,43,60
73,71,97
90,23,81
77,28,57
76,100,98
6,52,60
65,17,45
68,8,72
16,59,89
32,43,42
91,71,53
58,49,62
10,6,33
28,1,54
97,42,13
4,68,17
89,83,53
98,34,1
53,12,56
49,26,71
40,36,39
100,26,13
30,99,47
100,23,77
76,41,17
39,1,92
30,19,59
57,23,97
99,8,91
82,53,72
17,6,95
70,90,28
75,66,19
64,97,12
87,80,31
95,92,66
89,15,67
99,53,4
72,24,24
55,98,86
84,75,94
66,60,97
36,51,2
20,6,14
76,95,44
58,10,73
77,1,26
49,58,45
46,36,0
81,95,53
96,22,62
9,21,81
38,57,52
59,38,51
69,91,72
46,100,48
94,72,75
34,34,39
21,80,28
83,35,86
39,22,35
34,94,11
7,55,46
49,68,29
28,13,21
51,36,95
76,60,44
37,24,35
80,34,47
61,35,44
52,80,50
9,55,40
98,3,20
9,38,44
83,46,25
40,46,36
82,98,18
39,42,48
56,59,34
6,25,0
0,27,30
89,96,24
67,44,73
32,20,83
29,29,38
48,98,14
63,27,26
22,1,52
95,83,41
83,3,84
59,31,48
80,15,87
35,64,40
23,7,45
60,22,33
7,47,14
22,65,100
1,84,25
5,1,34
46,5,8
13,23,84
3,63,22
22,99,39
52,53,55
94,50,23
86,75,73
3,47,5
67,44,24
61,14,58
80,76,100
0,18,43
95,0,64
59,37,84
81,58,3
80,42,9
48,30,54
66,86,59
94,67,99
82,26,47
2,15,6
43,51,5
15,54,50
33,90,14
75,72,1
76,61,31
95,84,68
32,71,92
12,81,93
91,78,9
27,50,11
30,24,19
56,20,40
55,20,43
28,96,15
11,46,65
1,94,98
39,18,58
13,57,26
76,2,69
90,86,3
26,97,50
21,98,87
14,87,53
13,23,21
25,39,91
80,93,0
77,54,50
23,65,42
90,83,38
20,84,55
8,30,2
88,0,98
60,99,88
24,41,76
34,34,60
79,60,31
9,46,20
96,16,7
25,12,18
88,62,42
11,33,59
38,79,99
65,68,55
100,28,17
50,33,16
89,22,66
43,20,22
33,37,20
58,54,32
32,18,26
93,8,15
52,6,80
67,57,4
55,20,69
93,35,92
22,51,35
12,15,55
19,3,92
46,49,70
23,90,31
21,49,16
23,14,78
28,42,38
68,48,43
17,84,54
59,51,29
40,14,15
15,18,44
5,15,9
44,33,30
58,61,29
23,60,78
63,59,44
7,0,29
58,70,8
95,67,54
14,81,11
71,61,83
71,75,12
29,83,68
11,64,81
78,67,77
52,49,81
92,48,56
50,42,65
76,1,68
54,98,58
20,67,46
63,38,46
5,34,78
0,73,84
19,31,37
47,91,40
100,25,74
98,19,57
52,41,93
9,22,36
29,70,8
6,2,14
89,11,31
14,87,65
24,10,53
38,13,57
53,71,48
36,56,62
97,96,54
70,45,40
90,74,68
48,68,41
77,8,99
58,52,65
57,69,96
26,45,90
51,89,39
98,38,80
98,2,20
41,84,26
3,19,32
62,37,63
41,27,67
95,21,99
100,55,55
52,62,66
28,19,44
68,25,36
15,31,78
77,69,13
55,87,11
57,52,33
85,93,22
13,100,68
9,52,42
23,99,77
54,30,71
92,17,94
54,75,98
80,81,98
3,7,72
76,56,42
13,82,85
87,5,41
22,26,20
79,95,47
89,28,64
38,58,29
5,17,41
31,59,63
2,34,37
69,40,92
17,71,56
21,48,17
41,84,72
53,86,8
97,100,71
26,72,79
67,19,66
77,15,51
9,67,42
34,57,34
46,76,17
69,92,39
18,33,77
34,85,67
7,65,14
86,21,12
36,26,39
98,30,17
7,32,29
46,64,41
4,20,79
40,86,13
60,29,48
33,16,76
92,0,11
5,66,53
1,53,27
19,37,83
16,74,18
47,28,40
89,88,67
0,29,48
43,74,73
57,32,83
2,50,16
66,70,76
17,100,66
3,64,37
2,18,14
59,7,97
58,59,13
78,56,60
49,83,61
61,11,66
67,86,57
16,29,78
57,56,57
94,48,41
26,92,41
50,44,6
96,77,100
19,89,53
66,45,35
48,32,36
62,23,71
36,7,86
7,85,33
37,96,49
52,12,47
60,62,1
20,60,0
45,39,39
24,53,83
75,90,74
75,89,74
58,5,32
88,97,99
68,55,40
96,62,40
10,71,43
20,0,64
85,54,68
67,70,59
32,70,28
40,14,0
91,54,92
89,78,24
49,90,89
62,70,18
20,43,43
63,98,40
88,54,66
32,64,55
0,5,53
42,61,16
54,23,8
23,22,87
97,5,24
33,83,26
94,36,7
32,39,74
34,69,97
46,26,4
39,20,57
95,2,59
74,69,53
69,73,58
21,39,84
42,82,56
71,67,16
57,11,83
56,12,94
34,79,41
1,54,76
3,25,41
35,89,31
51,65,77
34,69,26
42,15,85
53,53,21
51,57,50
18,92,89
84,47,48
87,91,51
3,65,12
91,8,40
89,68,93
87,95,98
74,13,42
98,81,81
83,17,43
17,70,67
95,94,66
86,7,35
41,71,97
33,89,84
76,49,68
56,53,98
48,10,50
42,35,52
36,34,34
32,71,69
87,48,8
94,93,93
6,85,14
40,99,65
38,90,82
54,25,57
81,24,26
39,93,60
15,36,22
44,14,62
38,85,23
91,14,63
76,40,99
71,38,90
69,94,63
68,9,28
13,4,65
43,92,87
16,23,63
89,93,36
93,95,10
1,0,63
23,47,29
30,69,45
6,60,98
6,85,80
55,68,71
23,22,64
63,57,98
100,0,23
50,15,55
100,92,8
59,52,2
85,51,21
36,17,93
13,96,48
13,69,59
72,79,89
72,4,46
1,41,90
70,59,27
94,90,85
94,88,25
95,48,38
28,54,94
34,10,89
44,77,18
93,29,44
83,77,76
11,40,31
88,5,84
51,95,93
48,70,1
90,14,7
31,2,89
58,69,52
48,3,21
76,14,71
23,71,19
34,82,60
5,20,47
95,30,19
58,67,42
58,65,32
33,26,46
69,88,48
22,86,13
66,18,96
30,34,2
74,5,0
60,51,78
98,90,86
25,31,70
51,51,34
59,36,38
74,69,1
17,53,71
95,18,43
28,76,96
27,65,40
3,63,77
35,76,87
62,43,30
43,9,38
35,36,40
57,0,21
3,89,91
6,57,83
99,13,54
3,13,16
34,60,64
60,24,71
35,35,91
13,30,10
83,69,82
83,38,88
68,24,3
23,86,59
58,64,56
82,72,14
80,83,65
77,47,55
80,44,47
35,96,58
97,39,65
90,37,6
92,10,64
50,64,6
0,8,68
15,18,7
67,93,15
96,28,15
71,0,88
6,17,60
32,63,55
13,52,72
82,6,67
41,34,52
19,6,84
90,80,80
64,32,99
29,18,87
64,89,24
83,100,92
60,6,14
73,28,52
39,15,38
83,1,62
61,28,9
8,97,66
